#{"t_start": 1780127469.7047198, "env_id": "None"}
r,l,t
87.271579,19,4.56409
87.727879,38,9.076513
86.097283,22,12.721658
78.844001,90,19.972959
75.911533,101,28.160372
80.910965,74,34.82903
84.451268,45,40.376647
73.826173,107,48.349122
74.551045,119,57.479184
92.621053,32,61.320302
82.995709,71,67.70051
83.015006,70,73.934604
86.746832,21,77.788224
89.136504,21,81.098269
80.319693,58,86.774735
88.905991,29,90.557081
87.876398,57,96.010163
83.745042,15,99.335184
89.631817,59,105.208006
92.785988,41,109.989646
82.662475,10,113.122327
87.488315,37,117.296747
71.446099,108,125.401247
88.650851,50,130.690478
85.99484,21,134.166875
83.539203,8,137.106884
79.487882,92,144.01526
89.664461,23,147.781657
85.815558,15,151.161796
84.670114,51,156.356806
89.136689,57,161.907915
84.227402,21,165.645017
88.258391,47,170.344508
75.425393,91,177.921431
86.948578,32,182.22848
87.554427,61,188.110819
81.220217,78,194.800367
86.407803,29,198.933782
92.916788,37,203.408072
91.008166,30,207.445071
83.50996,14,211.140209
50.552582,190,223.407604
87.614465,40,228.072352
82.680124,64,233.922005
84.215558,58,239.472251
90.231655,26,243.4581
90.58725,44,248.353997
86.953799,58,253.524169
86.803742,29,257.627971
86.204465,48,262.36535
87.140324,78,269.439166
91.642009,48,274.127219
90.045595,55,279.541119
93.448566,35,283.956261
78.609235,90,291.303042
91.789992,35,295.782934
74.101875,109,304.150798
87.098858,19,307.858341
79.688593,78,315.027532
89.806094,38,319.237444
90.385267,52,324.553245
91.556594,47,329.490697
85.400746,53,334.817564
88.512397,22,338.677583
79.790177,71,344.99492
85.892398,64,350.435628
84.773008,72,356.760574
83.739483,60,361.912025
94.034821,25,366.144052
89.869347,53,371.630631
88.782535,20,374.852911
89.645588,22,378.696589
92.290595,44,383.666965
90.258719,25,387.53179
90.296733,54,392.439905
92.112946,47,397.287546
87.849693,61,402.889797
84.99111,40,407.472895
87.208379,51,412.823726
92.099668,33,416.663529
59.943772,105,425.164458
84.182449,72,430.961901
93.296311,44,435.750753
90.899254,53,441.302009
89.144897,57,447.005802
77.957604,84,453.453127
91.391403,46,458.350336
91.738215,28,461.897069
85.212264,23,465.978593
81.013788,89,473.206968
87.2274,51,478.690126
75.006184,102,486.69157
79.837275,73,493.110982
83.169077,47,498.374994
91.86105,28,502.31561
91.437159,25,506.248694
91.349579,42,510.965501
87.161888,46,515.88131
92.324431,30,519.712428
94.295357,28,524.040901
87.565702,24,528.028438
88.984845,27,531.697965
83.987585,67,537.805622
63.853706,88,544.460595
90.816095,51,549.658514
88.862054,30,553.469216
82.900297,47,558.56337
92.164453,32,562.557707
86.108236,64,568.56045
87.698162,59,573.888527
92.578576,56,580.21077
87.850056,33,584.078876
84.81353,31,588.400073
83.849985,9,591.025203
80.303638,91,598.360636
90.24825,24,602.093429
90.77256,57,607.69867
80.100434,81,614.702376
94.816009,37,618.985032
83.649922,49,624.453811
85.913197,42,629.163783
94.761694,37,633.679451
93.342329,42,638.403591
92.834053,29,642.472555
82.375168,14,645.866673
93.695614,44,650.772434
88.736145,24,654.195299
84.119613,25,658.146245
92.566351,50,662.816967
91.608725,23,666.415572
92.34635,55,672.195741
82.813075,79,678.464203
90.825965,50,683.593157
88.873468,52,688.760822
91.639637,48,694.501178
93.80948,43,698.776659
95.404063,28,702.764862
92.425873,48,708.078953
88.48083,50,712.768819
90.385167,52,718.463188
72.842372,107,726.596959
76.144659,91,733.456919
92.867274,32,737.764284
88.860286,15,740.973339
89.000331,23,744.900447
88.568726,23,748.255105
86.980497,22,752.086102
88.023743,24,755.947231
84.57704,21,760.028096
90.135726,56,765.72877
80.048857,73,772.445153
89.925905,54,778.035578
88.972236,21,781.593022
78.948349,71,787.780411
91.34242,43,792.917526
84.51757,40,797.243761
89.116485,31,801.658535
85.273418,88,808.592621
90.832489,32,812.930875
88.355327,34,817.661517
91.135809,43,822.569293
93.099622,42,827.487016
93.350053,44,832.006443
91.410611,43,836.976316
90.845881,54,841.96623
87.118757,42,846.92832
90.062082,42,851.338524
90.533259,29,855.525984
93.328552,45,860.411341
91.024003,52,866.006774
27.531565,227,880.971299
87.975912,23,884.803309
85.441534,13,887.518804
85.444736,67,893.408987
90.764831,50,898.806924
87.528169,38,903.240577
89.464258,47,908.436919
94.113755,40,913.001117
92.260011,28,916.85676
83.381093,36,921.133016
88.338937,40,926.020705
93.888808,47,931.003203
91.665445,51,936.095925
90.54886,26,940.190742
92.339379,47,945.310028
68.199574,95,952.789115
84.52172,27,956.690045
90.488253,29,960.617081
82.065009,76,967.816674
93.608963,37,971.86623
91.680549,29,975.951125
86.77382,40,980.033127
90.25722,58,985.519378
83.272224,45,990.037036
86.357098,24,993.8184
82.702378,45,998.569591
92.318041,29,1002.593077
93.433526,45,1007.444724
91.744765,48,1012.536057
78.181236,100,1020.089
92.376063,53,1025.238188
93.650213,45,1030.256941
89.010288,49,1034.972935
93.422932,45,1039.812317
89.977658,56,1045.234342
86.084324,20,1048.798827
89.848578,29,1052.79471
91.078178,31,1056.467286
87.225682,62,1062.178576
89.877554,22,1065.714598
91.858233,35,1070.038759
89.512582,64,1075.663592
87.677859,23,1079.317915
91.990459,26,1083.195817
91.931818,35,1087.475149
88.398996,26,1090.808239
82.948169,35,1095.247021
91.030288,26,1098.711413
