episode,timesteps,reward,status,recent_average_reward,recent_success_rate,distance_to_target,targets_reached,saved
1,19,87.271579,success,87.271579,1.0,0.11731221526861191,0,best_episode_model+best_average_model+best_success_model+best_precision_model
2,57,87.727879,success,87.499729,1.0,0.11013927310705185,0,best_episode_model+best_average_model+best_precision_model
5,270,75.911533,success,83.170455,1.0,0.10685507953166962,0,best_precision_model
10,647,92.621053,success,82.2212779,1.0,0.11060445755720139,0,best_episode_model
15,888,80.319693,success,82.96176820000001,1.0,0.10148752480745316,0,best_precision_model
20,1089,92.785988,success,84.36858795,1.0,0.09368754178285599,0,best_episode_model+best_precision_model
31,1561,89.136689,success,85.5359879,1.0,0.09226273745298386,0,best_precision_model
39,1957,92.916788,success,85.21507370000002,1.0,0.09780009835958481,0,best_episode_model
54,2774,93.448566,success,85.88430364999999,1.0,0.10843171179294586,0,best_episode_model
69,3609,94.034821,success,86.68302485,1.0,0.09659529477357864,0,best_episode_model
77,3935,87.849693,success,88.0892296,1.0,0.09731322526931763,0,best_average_model
79,4026,87.208379,success,88.35983149999998,1.0,0.10427416115999222,0,best_average_model
80,4059,92.099668,success,88.47451019999998,1.0,0.0902617797255516,0,best_average_model+best_precision_model
100,5132,94.295357,success,85.92246785,1.0,0.11224997788667679,0,best_episode_model
116,5865,90.24825,success,86.88582125000002,1.0,0.08636300265789032,0,best_precision_model
119,6040,94.816009,success,86.6284765,1.0,0.10987985134124756,0,best_episode_model
126,6297,93.695614,success,88.03880815000001,1.0,0.07518230378627777,0,best_precision_model
133,6603,90.825965,success,88.48395385,1.0,0.11878732591867447,0,best_average_model
134,6655,88.873468,success,88.735128,1.0,0.10975930839776993,0,best_average_model
135,6703,91.639637,success,89.30192795000002,1.0,0.11148148775100708,0,best_average_model
136,6746,93.80948,success,89.47998944999999,1.0,0.09118890017271042,0,best_average_model
137,6774,95.404063,success,89.7115646,1.0,0.08326904475688934,0,best_episode_model+best_average_model
138,6822,92.425873,success,90.32783655,1.0,0.11487631499767303,0,best_average_model
140,6924,90.385167,success,90.34783984999999,1.0,0.11402074247598648,0,best_average_model
